date,page_path_and_screen_class,views,sessions,engaged_sessions,engagement_rate,average_engagement_time_per_session,conversions
2025-07-09,/blog/o-que-sao-precatorios,171,113,74,0.6548672566371682,183,12
2025-07-09,/blog/direitos-precatórios,132,130,99,0.7615384615384615,287,2
2025-07-09,/blog/leis-precatorias,51,80,58,0.725,217,4
2025-07-09,/contato,74,66,49,0.7424242424242424,193,12
2025-07-09,/sobre,40,33,20,0.6060606060606061,124,4
2025-07-09,/servicos,78,54,47,0.8703703703703703,339,9
2025-07-09,/servicos/consultoria,37,32,21,0.65625,103,4
2025-07-09,/servicos/advocacia,39,40,27,0.675,111,1
2025-07-09,/casos-de-sucesso,26,23,14,0.6086956521739131,102,4
2025-07-09,/duvidas-frequentes,54,48,30,0.625,125,2
2025-07-10,/,354,325,187,0.5753846153846154,84,6
2025-07-10,/precatorios,146,111,80,0.7207207207207207,185,8
2025-07-10,/precatorios/como-receber,191,190,132,0.6947368421052632,224,7
2025-07-10,/precatorios/tipos,160,143,107,0.7482517482517482,173,11
2025-07-10,/precatorios/calculadora,119,145,95,0.6551724137931034,180,6
2025-07-10,/blog,112,100,78,0.78,163,5
2025-07-10,/blog/o-que-sao-precatorios,176,121,88,0.7272727272727273,212,11
2025-07-10,/blog/direitos-precatórios,174,109,79,0.7247706422018348,212,2
2025-07-10,/blog/leis-precatorias,124,135,96,0.7111111111111111,154,6
2025-07-10,/contato,67,69,53,0.7681159420289855,232,15
2025-07-10,/sobre,67,61,44,0.7213114754098361,67,2
2025-07-10,/servicos,85,56,46,0.8214285714285714,349,17
2025-07-10,/servicos/consultoria,52,41,27,0.6585365853658537,82,4
2025-07-10,/servicos/advocacia,68,50,34,0.68,146,4
2025-07-10,/casos-de-sucesso,49,30,22,0.7333333333333333,95,3
2025-07-10,/duvidas-frequentes,33,35,25,0.7142857142857143,150,2
2025-07-11,/,421,343,213,0.6209912536443148,80,6
2025-07-11,/precatorios,127,98,72,0.7346938775510204,189,8
2025-07-11,/precatorios/como-receber,155,138,109,0.7898550724637681,222,7
2025-07-11,/precatorios/tipos,130,90,62,0.6888888888888889,211,6
2025-07-11,/precatorios/calculadora,158,161,120,0.7453416149068323,215,10
2025-07-11,/blog,68,63,51,0.8095238095238095,219,5
2025-07-11,/blog/o-que-sao-precatorios,183,120,80,0.6666666666666666,198,11
2025-07-11,/blog/direitos-precatórios,107,64,47,0.734375,285,3
2025-07-11,/blog/leis-precatorias,114,64,45,0.703125,255,4
2025-07-11,/contato,83,48,40,0.8333333333333334,215,8
2025-07-11,/sobre,58,31,20,0.6451612903225806,120,4
2025-07-11,/servicos,47,47,37,0.7872340425531915,345,7
2025-07-11,/servicos/consultoria,31,38,25,0.6578947368421053,64,2
2025-07-11,/servicos/advocacia,51,33,24,0.7272727272727273,64,4
2025-07-11,/casos-de-sucesso,53,32,23,0.71875,97,1
2025-07-11,/duvidas-frequentes,30,48,33,0.6875,73,4
2025-07-12,/,298,315,220,0.6984126984126984,79,6
2025-07-12,/precatorios,113,149,107,0.7181208053691275,144,11
2025-07-12,/precatorios/como-receber,122,141,95,0.6737588652482269,178,11
2025-07-12,/precatorios/tipos,157,134,87,0.6492537313432836,163,14
2025-07-12,/precatorios/calculadora,158,187,140,0.7486631016042781,144,8
2025-07-12,/blog,150,148,123,0.831081081081081,259,7
2025-07-12,/blog/o-que-sao-precatorios,133,95,67,0.7052631578947368,132,6
2025-07-12,/blog/direitos-precatórios,73,115,85,0.7391304347826086,213,2
2025-07-12,/blog/leis-precatorias,93,106,77,0.7264150943396226,218,5
2025-07-12,/contato,47,28,22,0.7857142857142857,272,8
2025-07-12,/sobre,33,35,23,0.6571428571428571,80,5
2025-07-12,/servicos,75,56,48,0.8571428571428571,343,12
2025-07-12,/servicos/consultoria,55,41,26,0.6341463414634146,77,5
2025-07-12,/servicos/advocacia,36,54,38,0.7037037037037037,137,4
2025-07-12,/casos-de-sucesso,60,61,43,0.7049180327868853,145,3
2025-07-12,/duvidas-frequentes,43,29,19,0.6551724137931034,127,4
2025-07-13,/,300,411,233,0.5669099756690997,80,6
2025-07-13,/precatorios,154,141,95,0.6737588652482269,161,11
2025-07-13,/precatorios/como-receber,170,149,99,0.6644295302013423,146,11
2025-07-13,/precatorios/tipos,161,140,93,0.6642857142857143,185,8
2025-07-13,/precatorios/calculadora,126,175,117,0.6685714285714286,173,11
2025-07-13,/blog,115,49,38,0.7755102040816326,228,2
2025-07-13,/blog/o-que-sao-precatorios,169,137,106,0.7737226277372263,215,8
2025-07-13,/blog/direitos-precatórios,105,45,32,0.7111111111111111,238,2
2025-07-13,/blog/leis-precatorias,136,60,50,0.8333333333333334,167,6
2025-07-13,/contato,48,60,49,0.8166666666666667,214,16
2025-07-13,/sobre,46,44,29,0.6590909090909091,108,4
2025-07-13,/servicos,52,80,62,0.775,269,10
2025-07-13,/servicos/consultoria,34,45,30,0.6666666666666666,88,1
2025-07-13,/servicos/advocacia,30,49,32,0.6530612244897959,129,5
2025-07-13,/casos-de-sucesso,53,41,30,0.7317073170731707,91,4
2025-07-13,/duvidas-frequentes,39,26,17,0.6538461538461539,74,1
2025-07-14,/,403,258,151,0.5852713178294574,49,5
2025-07-14,/precatorios,157,84,59,0.7023809523809523,206,10
2025-07-14,/precatorios/como-receber,93,106,81,0.7641509433962265,171,8
2025-07-14,/precatorios/tipos,149,183,125,0.6830601092896175,230,13
2025-07-14,/precatorios/calculadora,124,125,90,0.72,157,8
2025-07-14,/blog,151,124,93,0.75,232,4
2025-07-14,/blog/o-que-sao-precatorios,159,124,99,0.7983870967741935,186,8
2025-07-14,/blog/direitos-precatórios,113,91,68,0.7472527472527473,292,7
2025-07-14,/blog/leis-precatorias,138,64,51,0.796875,259,6
2025-07-14,/contato,58,30,27,0.9,344,10
2025-07-14,/sobre,67,48,33,0.6875,112,2
2025-07-14,/servicos,66,66,51,0.7727272727272727,317,16
2025-07-14,/servicos/consultoria,47,42,27,0.6428571428571429,150,2
2025-07-14,/servicos/advocacia,53,25,17,0.68,113,2
2025-07-14,/casos-de-sucesso,47,36,23,0.6388888888888888,102,1
2025-07-14,/duvidas-frequentes,60,52,31,0.5961538461538461,84,1
2025-07-15,/,346,349,227,0.6504297994269341,83,4
2025-07-15,/precatorios,125,131,100,0.7633587786259542,195,13
2025-07-15,/precatorios/como-receber,209,182,124,0.6813186813186813,146,14
2025-07-15,/precatorios/tipos,160,145,114,0.7862068965517242,121,8
2025-07-15,/precatorios/calculadora,133,113,86,0.7610619469026548,216,10
2025-07-15,/blog,81,134,105,0.7835820895522388,202,5
2025-07-15,/blog/o-que-sao-precatorios,122,150,105,0.7,156,8
2025-07-15,/blog/direitos-precatórios,113,117,93,0.7948717948717948,228,4
2025-07-15,/blog/leis-precatorias,108,124,102,0.8225806451612904,269,3
2025-07-15,/contato,76,60,53,0.8833333333333333,274,13
2025-07-15,/sobre,50,24,16,0.6666666666666666,88,2
2025-07-15,/servicos,33,41,34,0.8292682926829268,329,11
2025-07-15,/servicos/consultoria,35,26,16,0.6153846153846154,89,3
2025-07-15,/servicos/advocacia,42,57,38,0.6666666666666666,147,4
2025-07-15,/casos-de-sucesso,43,56,41,0.7321428571428571,142,5
2025-07-15,/duvidas-frequentes,60,36,25,0.6944444444444444,105,2
2025-07-16,/,243,311,193,0.6205787781350482,79,3
2025-07-16,/precatorios,160,90,69,0.7666666666666667,129,12
2025-07-16,/precatorios/como-receber,195,100,76,0.76,172,7
2025-07-16,/precatorios/tipos,167,110,72,0.6545454545454545,139,5
2025-07-16,/precatorios/calculadora,106,128,92,0.71875,127,8
2025-07-16,/blog,113,112,94,0.8392857142857143,273,6
2025-07-16,/blog/o-que-sao-precatorios,163,92,59,0.6413043478260869,190,9
2025-07-16,/blog/direitos-precatórios,61,55,43,0.7818181818181819,220,7
2025-07-16,/blog/leis-precatorias,97,53,40,0.7547169811320755,260,3
2025-07-16,/contato,51,45,37,0.8222222222222222,241,11
2025-07-16,/sobre,66,43,31,0.7209302325581395,94,5
2025-07-16,/servicos,48,62,55,0.8870967741935484,297,11
2025-07-16,/servicos/consultoria,43,46,32,0.6956521739130435,70,1
2025-07-16,/servicos/advocacia,28,44,29,0.6590909090909091,130,4
2025-07-16,/casos-de-sucesso,28,22,15,0.6818181818181818,70,4
2025-07-16,/duvidas-frequentes,57,47,32,0.6808510638297872,72,1
2025-07-17,/,278,252,172,0.6825396825396826,89,6
2025-07-17,/precatorios,144,102,80,0.7843137254901961,207,8
2025-07-17,/precatorios/como-receber,191,183,136,0.7431693989071039,142,14
2025-07-17,/precatorios/tipos,156,103,81,0.7864077669902912,195,7
2025-07-17,/precatorios/calculadora,172,123,97,0.7886178861788617,158,6
2025-07-17,/blog,117,72,56,0.7777777777777778,249,7
2025-07-17,/blog/o-que-sao-precatorios,147,115,81,0.7043478260869566,214,6
2025-07-17,/blog/direitos-precatórios,158,158,112,0.7088607594936709,238,2
2025-07-17,/blog/leis-precatorias,73,118,86,0.7288135593220338,169,5
2025-07-17,/contato,74,64,47,0.734375,249,16
2025-07-17,/sobre,49,32,21,0.65625,108,4
2025-07-17,/servicos,60,69,53,0.7681159420289855,338,14
2025-07-17,/servicos/consultoria,47,31,19,0.6129032258064516,79,5
2025-07-17,/servicos/advocacia,36,49,31,0.6326530612244898,73,2
2025-07-17,/casos-de-sucesso,26,44,29,0.6590909090909091,94,2
2025-07-17,/duvidas-frequentes,38,32,20,0.625,117,5
2025-07-18,/,328,275,154,0.56,80,5
2025-07-18,/precatorios,154,146,112,0.7671232876712328,230,7
2025-07-18,/precatorios/como-receber,109,137,97,0.708029197080292,219,7
2025-07-18,/precatorios/tipos,166,140,109,0.7785714285714286,151,9
2025-07-18,/precatorios/calculadora,159,107,80,0.7476635514018691,141,6
2025-07-18,/blog,81,81,59,0.7283950617283951,187,2
2025-07-18,/blog/o-que-sao-precatorios,109,131,90,0.6870229007633588,158,8
2025-07-18,/blog/direitos-precatórios,125,45,34,0.7555555555555555,213,6
2025-07-18,/blog/leis-precatorias,107,114,90,0.7894736842105263,267,2
2025-07-18,/contato,57,63,47,0.746031746031746,281,14
2025-07-18,/sobre,41,36,24,0.6666666666666666,115,2
2025-07-18,/servicos,64,60,50,0.8333333333333334,231,16
2025-07-18,/servicos/consultoria,43,32,23,0.71875,100,3
2025-07-18,/servicos/advocacia,65,44,28,0.6363636363636364,95,5
2025-07-18,/casos-de-sucesso,47,28,21,0.75,85,2
2025-07-18,/duvidas-frequentes,64,25,18,0.72,119,3
2025-07-19,/,306,253,171,0.6758893280632411,49,5
2025-07-19,/precatorios,201,166,111,0.6686746987951807,158,8
2025-07-19,/precatorios/como-receber,115,152,102,0.6710526315789473,174,10
2025-07-19,/precatorios/tipos,169,113,81,0.7168141592920354,196,10
2025-07-19,/precatorios/calculadora,194,156,114,0.7307692307692307,238,13
2025-07-19,/blog,126,90,70,0.7777777777777778,242,5
2025-07-19,/blog/o-que-sao-precatorios,175,171,134,0.783625730994152,133,11
2025-07-19,/blog/direitos-precatórios,69,109,87,0.7981651376146789,192,6
2025-07-19,/blog/leis-precatorias,146,57,45,0.7894736842105263,252,5
2025-07-19,/contato,70,43,32,0.7441860465116279,246,11
2025-07-19,/sobre,68,43,28,0.6511627906976745,110,5
2025-07-19,/servicos,65,40,32,0.8,186,13
2025-07-19,/servicos/consultoria,33,43,28,0.6511627906976745,70,2
2025-07-19,/servicos/advocacia,32,43,27,0.627906976744186,118,2
2025-07-19,/casos-de-sucesso,55,51,33,0.6470588235294118,72,4
2025-07-19,/duvidas-frequentes,45,36,21,0.5833333333333334,65,1
2025-07-20,/,234,286,185,0.6468531468531469,88,4
2025-07-20,/precatorios,175,109,79,0.7247706422018348,190,6
2025-07-20,/precatorios/como-receber,148,169,120,0.7100591715976331,179,7
2025-07-20,/precatorios/tipos,176,198,134,0.6767676767676768,201,12
2025-07-20,/precatorios/calculadora,146,133,86,0.6466165413533834,198,7
2025-07-20,/blog,115,129,98,0.7596899224806202,151,4
2025-07-20,/blog/o-que-sao-precatorios,123,123,93,0.7560975609756098,223,11
2025-07-20,/blog/direitos-precatórios,46,95,67,0.7052631578947368,287,2
2025-07-20,/blog/leis-precatorias,82,73,53,0.726027397260274,179,3
2025-07-20,/contato,65,63,56,0.8888888888888888,260,12
2025-07-20,/sobre,53,31,20,0.6451612903225806,118,2
2025-07-20,/servicos,63,42,36,0.8571428571428571,260,9
2025-07-20,/servicos/consultoria,43,45,27,0.6,107,2
2025-07-20,/servicos/advocacia,62,50,33,0.66,77,4
2025-07-20,/casos-de-sucesso,56,37,24,0.6486486486486487,128,2
2025-07-20,/duvidas-frequentes,32,48,30,0.625,83,3
2025-07-21,/,305,199,135,0.678391959798995,45,6
2025-07-21,/precatorios,96,94,72,0.7659574468085106,191,8
2025-07-21,/precatorios/como-receber,171,142,101,0.7112676056338029,182,8
2025-07-21,/precatorios/tipos,170,130,94,0.7230769230769231,130,9
2025-07-21,/precatorios/calculadora,120,137,94,0.6861313868613139,155,8
2025-07-21,/blog,142,97,70,0.7216494845360825,267,8
2025-07-21,/blog/o-que-sao-precatorios,229,179,131,0.7318435754189944,134,12
2025-07-21,/blog/direitos-precatórios,76,93,75,0.8064516129032258,243,7
2025-07-21,/blog/leis-precatorias,152,51,42,0.8235294117647058,262,6
2025-07-21,/contato,58,68,51,0.75,347,12
2025-07-21,/sobre,36,20,13,0.65,104,1
2025-07-21,/servicos,61,38,32,0.8421052631578947,240,9
2025-07-21,/servicos/consultoria,49,51,31,0.6078431372549019,77,3
2025-07-21,/servicos/advocacia,34,23,16,0.6956521739130435,128,3
2025-07-21,/casos-de-sucesso,56,31,20,0.6451612903225806,150,3
2025-07-21,/duvidas-frequentes,41,37,27,0.7297297297297297,125,1
2025-07-22,/,337,391,268,0.6854219948849105,62,5
2025-07-22,/precatorios,194,109,74,0.6788990825688074,211,8
2025-07-22,/precatorios/como-receber,135,144,104,0.7222222222222222,193,11
2025-07-22,/precatorios/tipos,121,153,109,0.7124183006535948,177,5
2025-07-22,/precatorios/calculadora,181,101,72,0.7128712871287128,215,8
2025-07-22,/blog,162,107,82,0.7663551401869159,274,5
2025-07-22,/blog/o-que-sao-precatorios,200,103,80,0.7766990291262136,228,13
2025-07-22,/blog/direitos-precatórios,52,118,99,0.8389830508474576,241,2
2025-07-22,/blog/leis-precatorias,109,88,64,0.7272727272727273,259,3
2025-07-22,/contato,72,52,42,0.8076923076923077,252,12
2025-07-22,/sobre,51,26,17,0.6538461538461539,122,3
2025-07-22,/servicos,36,31,24,0.7741935483870968,297,6
2025-07-22,/servicos/consultoria,26,26,17,0.6538461538461539,60,3
2025-07-22,/servicos/advocacia,31,25,18,0.72,98,2
2025-07-22,/casos-de-sucesso,48,32,22,0.6875,92,2
2025-07-22,/duvidas-frequentes,54,37,22,0.5945945945945946,140,3
2025-07-23,/,340,367,237,0.6457765667574932,90,4
2025-07-23,/precatorios,117,136,98,0.7205882352941176,136,12
2025-07-23,/precatorios/como-receber,117,142,106,0.7464788732394366,121,5
2025-07-23,/precatorios/tipos,217,153,118,0.7712418300653595,230,10
2025-07-23,/precatorios/calculadora,197,111,79,0.7117117117117117,149,9
2025-07-23,/blog,67,152,125,0.8223684210526315,176,5
2025-07-23,/blog/o-que-sao-precatorios,133,115,77,0.6695652173913044,219,11
2025-07-23,/blog/direitos-precatórios,135,57,45,0.7894736842105263,186,2
2025-07-23,/blog/leis-precatorias,135,135,94,0.6962962962962963,192,6
2025-07-23,/contato,57,44,37,0.8409090909090909,218,12
2025-07-23,/sobre,63,43,26,0.6046511627906976,72,2
2025-07-23,/servicos,52,65,52,0.8,289,13
2025-07-23,/servicos/consultoria,28,32,20,0.625,70,2
2025-07-23,/servicos/advocacia,68,46,33,0.717391304347826,148,1
2025-07-23,/casos-de-sucesso,46,37,25,0.6756756756756757,125,3
2025-07-23,/duvidas-frequentes,55,45,31,0.6888888888888889,90,5
2025-07-24,/,286,208,121,0.5817307692307693,85,3
2025-07-24,/precatorios,143,78,62,0.7948717948717948,239,7
2025-07-24,/precatorios/como-receber,103,124,96,0.7741935483870968,192,8
2025-07-24,/precatorios/tipos,119,129,97,0.751937984496124,217,7
2025-07-24,/precatorios/calculadora,179,89,58,0.651685393258427,128,5
2025-07-24,/blog,90,78,55,0.7051282051282052,165,5
2025-07-24,/blog/o-que-sao-precatorios,160,123,91,0.7398373983739838,184,11
2025-07-24,/blog/direitos-precatórios,123,118,95,0.8050847457627118,171,8
2025-07-24,/blog/leis-precatorias,138,132,104,0.7878787878787878,221,3
2025-07-24,/contato,48,32,26,0.8125,232,7
2025-07-24,/sobre,55,40,26,0.65,141,1
2025-07-24,/servicos,64,67,57,0.8507462686567164,241,8
2025-07-24,/servicos/consultoria,40,27,20,0.7407407407407407,74,4
2025-07-24,/servicos/advocacia,28,41,28,0.6829268292682927,144,2
2025-07-24,/casos-de-sucesso,36,26,18,0.6923076923076923,149,1
2025-07-24,/duvidas-frequentes,40,61,45,0.7377049180327869,126,4
2025-07-25,/,248,271,154,0.5682656826568265,62,3
2025-07-25,/precatorios,166,78,54,0.6923076923076923,174,6
2025-07-25,/precatorios/como-receber,191,112,77,0.6875,193,12
2025-07-25,/precatorios/tipos,95,133,95,0.7142857142857143,166,5
2025-07-25,/precatorios/calculadora,141,140,94,0.6714285714285714,140,6
2025-07-25,/blog,149,58,48,0.8275862068965517,179,4
2025-07-25,/blog/o-que-sao-precatorios,176,140,91,0.65,229,11
2025-07-25,/blog/direitos-precatórios,59,87,61,0.7011494252873564,243,6
2025-07-25,/blog/leis-precatorias,71,69,58,0.8405797101449275,159,6
2025-07-25,/contato,68,50,40,0.8,286,12
2025-07-25,/sobre,49,32,21,0.65625,75,1
2025-07-25,/servicos,51,49,42,0.8571428571428571,191,13
2025-07-25,/servicos/consultoria,29,53,38,0.7169811320754716,99,4
2025-07-25,/servicos/advocacia,29,49,29,0.5918367346938775,85,3
2025-07-25,/casos-de-sucesso,36,31,20,0.6451612903225806,135,4
2025-07-25,/duvidas-frequentes,41,42,26,0.6190476190476191,112,1
2025-07-26,/,331,389,233,0.5989717223650386,89,4
2025-07-26,/precatorios,164,103,79,0.7669902912621359,168,14
2025-07-26,/precatorios/como-receber,157,104,69,0.6634615384615384,187,6
2025-07-26,/precatorios/tipos,164,163,129,0.7914110429447853,138,12
2025-07-26,/precatorios/calculadora,145,108,71,0.6574074074074074,149,13
2025-07-26,/blog,111,93,74,0.7956989247311828,245,5
2025-07-26,/blog/o-que-sao-precatorios,202,104,76,0.7307692307692307,184,7
2025-07-26,/blog/direitos-precatórios,155,112,79,0.7053571428571429,295,2
2025-07-26,/blog/leis-precatorias,119,146,123,0.8424657534246576,210,5
2025-07-26,/contato,48,47,41,0.8723404255319149,280,10
2025-07-26,/sobre,37,42,27,0.6428571428571429,69,2
2025-07-26,/servicos,54,46,36,0.782608695652174,222,16
2025-07-26,/servicos/consultoria,57,45,29,0.6444444444444445,128,4
2025-07-26,/servicos/advocacia,37,50,31,0.62,93,1
2025-07-26,/casos-de-sucesso,36,38,27,0.7105263157894737,98,1
2025-07-26,/duvidas-frequentes,39,44,27,0.6136363636363636,91,4
2025-07-27,/,281,285,158,0.5543859649122806,64,4
2025-07-27,/precatorios,144,111,87,0.7837837837837838,229,11
2025-07-27,/precatorios/como-receber,181,169,116,0.6863905325443787,179,6
2025-07-27,/precatorios/tipos,138,124,80,0.6451612903225806,226,14
2025-07-27,/precatorios/calculadora,119,99,66,0.6666666666666666,171,7
2025-07-27,/blog,150,137,114,0.8321167883211679,171,7
2025-07-27,/blog/o-que-sao-precatorios,191,134,105,0.7835820895522388,129,6
2025-07-27,/blog/direitos-precatórios,68,82,68,0.8292682926829268,263,4
2025-07-27,/blog/leis-precatorias,63,89,63,0.7078651685393258,268,2
2025-07-27,/contato,44,55,48,0.8727272727272727,281,13
2025-07-27,/sobre,21,38,26,0.6842105263157895,82,3
2025-07-27,/servicos,56,49,38,0.7755102040816326,294,10
2025-07-27,/servicos/consultoria,25,35,24,0.6857142857142857,123,4
2025-07-27,/servicos/advocacia,49,43,26,0.6046511627906976,95,3
2025-07-27,/casos-de-sucesso,27,40,25,0.625,127,2
2025-07-27,/duvidas-frequentes,70,27,20,0.7407407407407407,105,5
2025-07-28,/,370,332,199,0.5993975903614458,81,6
2025-07-28,/precatorios,143,119,80,0.6722689075630253,160,10
2025-07-28,/precatorios/como-receber,111,81,63,0.7777777777777778,219,6
2025-07-28,/precatorios/tipos,126,177,129,0.7288135593220338,218,12
2025-07-28,/precatorios/calculadora,148,126,83,0.6587301587301587,204,8
2025-07-28,/blog,70,94,77,0.8191489361702128,164,3
2025-07-28,/blog/o-que-sao-precatorios,197,159,111,0.6981132075471698,227,14
2025-07-28,/blog/direitos-precatórios,62,58,42,0.7241379310344828,231,4
2025-07-28,/blog/leis-precatorias,139,53,43,0.8113207547169812,240,7
2025-07-28,/contato,44,42,37,0.8809523809523809,306,10
2025-07-28,/sobre,39,58,35,0.603448275862069,67,3
2025-07-28,/servicos,57,38,31,0.8157894736842105,180,13
2025-07-28,/servicos/consultoria,31,25,16,0.64,82,3
2025-07-28,/servicos/advocacia,28,23,14,0.6086956521739131,150,2
2025-07-28,/casos-de-sucesso,31,44,32,0.7272727272727273,107,4
2025-07-28,/duvidas-frequentes,34,49,31,0.6326530612244898,77,2
2025-07-29,/,334,322,208,0.6459627329192547,56,6
2025-07-29,/precatorios,138,187,138,0.7379679144385026,142,9
2025-07-29,/precatorios/como-receber,118,108,72,0.6666666666666666,213,5
2025-07-29,/precatorios/tipos,202,173,123,0.7109826589595376,218,11
2025-07-29,/precatorios/calculadora,117,128,94,0.734375,237,13
2025-07-29,/blog,128,73,58,0.7945205479452054,176,6
2025-07-29,/blog/o-que-sao-precatorios,117,131,100,0.7633587786259542,150,8
2025-07-29,/blog/direitos-precatórios,104,76,60,0.7894736842105263,172,8
2025-07-29,/blog/leis-precatorias,130,136,113,0.8308823529411765,264,2
2025-07-29,/contato,57,49,38,0.7755102040816326,197,13
2025-07-29,/sobre,39,28,19,0.6785714285714286,66,4
2025-07-29,/servicos,74,67,60,0.8955223880597015,285,16
2025-07-29,/servicos/consultoria,55,50,33,0.66,72,5
2025-07-29,/servicos/advocacia,40,33,22,0.6666666666666666,64,3
2025-07-29,/casos-de-sucesso,25,41,26,0.6341463414634146,73,1
2025-07-29,/duvidas-frequentes,45,32,23,0.71875,80,1
2025-07-30,/,318,202,121,0.599009900990099,84,6
2025-07-30,/precatorios,177,87,62,0.7126436781609196,203,6
2025-07-30,/precatorios/como-receber,174,143,96,0.6713286713286714,132,8
2025-07-30,/precatorios/tipos,112,101,72,0.7128712871287128,190,10
2025-07-30,/precatorios/calculadora,207,170,117,0.6882352941176471,156,8
2025-07-30,/blog,68,49,34,0.6938775510204082,296,5
2025-07-30,/blog/o-que-sao-precatorios,162,109,71,0.6513761467889908,120,8
2025-07-30,/blog/direitos-precatórios,64,86,70,0.813953488372093,272,4
2025-07-30,/blog/leis-precatorias,62,48,35,0.7291666666666666,224,3
2025-07-30,/contato,64,38,30,0.7894736842105263,281,13
2025-07-30,/sobre,54,38,22,0.5789473684210527,129,4
2025-07-30,/servicos,59,68,59,0.8676470588235294,274,11
2025-07-30,/servicos/consultoria,53,24,15,0.625,119,3
2025-07-30,/servicos/advocacia,33,33,23,0.696969696969697,79,1
2025-07-30,/casos-de-sucesso,25,37,27,0.7297297297297297,112,2
2025-07-30,/duvidas-frequentes,69,30,21,0.7,126,5
2025-07-31,/,439,393,250,0.6361323155216285,60,8
2025-07-31,/precatorios,139,100,71,0.71,229,11
2025-07-31,/precatorios/como-receber,95,141,103,0.7304964539007093,186,11
2025-07-31,/precatorios/tipos,141,138,92,0.6666666666666666,216,7
2025-07-31,/precatorios/calculadora,101,92,73,0.7934782608695652,223,6
2025-07-31,/blog,53,40,31,0.775,261,3
2025-07-31,/blog/o-que-sao-precatorios,151,91,70,0.7692307692307693,153,7
2025-07-31,/blog/direitos-precatórios,138,51,36,0.7058823529411765,292,5
2025-07-31,/blog/leis-precatorias,100,72,59,0.8194444444444444,283,5
2025-07-31,/contato,43,72,62,0.8611111111111112,208,14
2025-07-31,/sobre,35,32,22,0.6875,134,2
2025-07-31,/servicos,41,36,31,0.8611111111111112,317,11
2025-07-31,/servicos/consultoria,45,35,22,0.6285714285714286,122,4
2025-07-31,/servicos/advocacia,22,27,17,0.6296296296296297,78,3
2025-07-31,/casos-de-sucesso,27,47,34,0.723404255319149,102,3
2025-07-31,/duvidas-frequentes,23,44,32,0.7272727272727273,107,1
2025-08-01,/,357,322,191,0.593167701863354,76,4
2025-08-01,/precatorios,112,93,64,0.6881720430107527,215,8
2025-08-01,/precatorios/como-receber,173,114,78,0.6842105263157895,173,9
2025-08-01,/precatorios/tipos,174,96,65,0.6770833333333334,147,11
2025-08-01,/precatorios/calculadora,126,126,96,0.7619047619047619,231,7
2025-08-01,/blog,65,127,103,0.8110236220472441,166,5
2025-08-01,/blog/o-que-sao-precatorios,175,141,100,0.7092198581560284,219,11
2025-08-01,/blog/direitos-precatórios,121,121,85,0.7024793388429752,199,4
2025-08-01,/blog/leis-precatorias,55,75,52,0.6933333333333334,162,4
2025-08-01,/contato,56,56,44,0.7857142857142857,298,14
2025-08-01,/sobre,34,25,15,0.6,122,5
2025-08-01,/servicos,46,58,48,0.8275862068965517,269,11
2025-08-01,/servicos/consultoria,41,46,32,0.6956521739130435,148,2
2025-08-01,/servicos/advocacia,49,27,17,0.6296296296296297,80,3
2025-08-01,/casos-de-sucesso,34,31,22,0.7096774193548387,94,3
2025-08-01,/duvidas-frequentes,50,20,14,0.7,147,1
2025-08-02,/,407,284,183,0.6443661971830986,83,4
2025-08-02,/precatorios,133,127,93,0.7322834645669292,240,8
2025-08-02,/precatorios/como-receber,219,197,136,0.6903553299492385,234,10
2025-08-02,/precatorios/tipos,121,125,85,0.68,179,6
2025-08-02,/precatorios/calculadora,189,158,122,0.7721518987341772,170,10
2025-08-02,/blog,50,36,28,0.7777777777777778,245,5
2025-08-02,/blog/o-que-sao-precatorios,154,140,104,0.7428571428571429,158,9
2025-08-02,/blog/direitos-precatórios,55,92,65,0.7065217391304348,220,6
2025-08-02,/blog/leis-precatorias,90,79,58,0.7341772151898734,226,3
2025-08-02,/contato,53,73,62,0.8493150684931506,194,14
2025-08-02,/sobre,51,35,24,0.6857142857142857,143,5
2025-08-02,/servicos,69,61,53,0.8688524590163934,283,16
2025-08-02,/servicos/consultoria,28,35,22,0.6285714285714286,88,5
2025-08-02,/servicos/advocacia,47,54,34,0.6296296296296297,81,2
2025-08-02,/casos-de-sucesso,45,29,19,0.6551724137931034,93,2
2025-08-02,/duvidas-frequentes,54,33,20,0.6060606060606061,88,4
2025-08-03,/,337,292,176,0.6027397260273972,82,5
2025-08-03,/precatorios,170,112,80,0.7142857142857143,230,11
2025-08-03,/precatorios/como-receber,187,176,139,0.7897727272727273,129,10
2025-08-03,/precatorios/tipos,119,147,98,0.6666666666666666,207,8
2025-08-03,/precatorios/calculadora,154,117,83,0.7094017094017094,231,11
2025-08-03,/blog,58,53,45,0.8490566037735849,237,4
2025-08-03,/blog/o-que-sao-precatorios,138,119,80,0.6722689075630253,230,9
2025-08-03,/blog/direitos-precatórios,61,46,35,0.7608695652173914,195,4
2025-08-03,/blog/leis-precatorias,105,41,29,0.7073170731707317,220,3
2025-08-03,/contato,60,53,43,0.8113207547169812,202,11
2025-08-03,/sobre,60,56,37,0.6607142857142857,121,5
2025-08-03,/servicos,35,32,26,0.8125,275,6
2025-08-03,/servicos/consultoria,48,36,21,0.5833333333333334,60,3
2025-08-03,/servicos/advocacia,41,47,30,0.6382978723404256,73,4
